Anonymized Message,Valence
"CERTAIN THINGS R FUNNY TO ME......Y WHEN U TELL A GUY U GOT A MAN DEY STILL TRY TO GET DA DIGITS,BUT WHEN U DNT GIVE IT 2 EM' THEY WANNA TALK SH*T.... PLEASE HELPME UNDERSTAND LADIES (<PERSON> LICKER GO LICK URSELF U CORNBALL)",3
AWW I need to save up for a (Ear) Tube Job instead of A BOOB Job! LOL My Ear is hurting a lil along with my throat...I dont wanna lose my voice! AGAIN!,3
bad night. didn't get home til 4:15.....sometimes I wish...,3
I hate my phone with a serious passion and wish it would blow up sometimes.,3
internal on monday:(,3
my birthday sucked!!!,3
I really hate screwing up but somedays i am darn good at it :(,3
"I dont know if its me, or if its getting worse, but how come Barnes and Nobles seems more and more like a peep show everytime I come here. Really sick stuff on the shelves. A mixture of vampires, nudity, witchcraft ... sheesh.",3
"also, I appreciate the universe's complimenting my taste in collaborators, but if one more ex leaves me and then directly starts dating someone I am doing a show with, I think I am going to lose it. Two in a row!",3
back to war after two weeks off:(,3
There are those among us who are blessed with power to save what is loved by another. But powerless to use this blessing for love themselves.,3
is sick of the Dodgers' crap.  Why do they have to get my hopes up every year?  They're garbage.  Manny is garbage.  Their pitching is garbage.  They haven't been fun to watch for two months now.,3
absolutely hating homework and the fact that I left EVERYTHING to the last minute........ nice vacations though,3
broncos are getting raped. by the raiders?,3
He is a bottomless pit! He can't spend the rest of Americas money fast enough! Even knowing we are broke. Who is he?,3
is experiencing the moment where you've read pages and have no idea what you just read. :(,3
"is getting sick of explaining her hair, her summer, and her fear of driving over and over. on the bright side, her love life has only been prodded at once in the two hours shes been there",3
"97% of teens would cry if they saw Robert Patterson (Edward Cullen from Twilight\) standing on top of a sky scraper about to jump. If you're one of the 3% that would sit there""",3
did i mention how much i hate homework at home,3
Has decided that her new friend has it out for her. I think she wants to kill me!!,3
done with everyones games!!!!!!!!,3
Christ on a bike... when will this cold go away?!?!,3
hates the Lakers. Hates.,3
"ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œWith a full glass and an empty heart, I search for something to occupy my mindÃƒÂ¢Ã¢â€šÂ¬Ã‚Â",3
the boring life is back :( ...,3
I DID NOT WANT SNOW AS A BIRTHDAY GIFT TODAY...... I WANTED A PONY......,3
i really need a house cleaner this is a disaster!!!!!!!!!,3
don't you hate it when you want nothing to do with someone and they just keep coming back no matter what you do? It drives me crazy!! Will they ever get the hint.,3
Today has to be the most boring day of this entire summer hands down. :/,3
"It's 4am, I'm been up for more than 24hrs and I still can't sleep :(  Insomnia sucks.",3
Wow the AFC SUCKS PROBOWL SUCKS THIS YEAR,3
uhhh! this homework! its killing me.,3
why do ppl continue to complain about situations that they created themselves...u chose to be with this man/woman and u chose to have children so deal with the consequences,3
"If the answer lies within, then why is there confusion? Are we blinded, deaf, or just ignorant to the inner voice?",3
"Its easy 2 obtain it all, but y its so hard 2 maintain it all,,,,,smh",3
"Grr, school starts on monday... I'm definitely not looking forward to that.",3
they said it would't be easy... but no one told me it would be this hard...,3
Well no final decision til the 26th....=( judge got pissed off and told us hed had enough....,3
I hate <PERSON> and <PERSON>,3
Insomnia again...I'm too tired to sleep...my head aches....I feel beat up...,3
watchin to catch a predator... there are some sick people in this world,3
i'm not aloud to touch my cats kittens yet :'(,3
"We got spirt,  yes we do, We got spirt how 'bout you.... i think i will vomit next time i hear that.",3
im so noob! i cant take this shit!! :(,3
split my toenail open on my flip turn now it hurts! :(,3
Why am I working on Sunday nite???  :(,3
wants out....again.,3
stupid washin machine!!!!,3
i blew up ma christmas prezzie =(,3
"What's important in this life is to crush your enemies, see them driven before you and hearing the lamentations of their women.",3
All this alcohol and no one to drink it with,3
here comes the weekend.... but no plans :(,3
"My father once told me, We are always dying",3
"is rather sad that <PERSON>,<PERSON>,<PERSON>,<PERSON> and <PERSON>  will be leaving soon!:(",3
Is drowning in work =(,3
"My idea of fun...is killing everyone!\\""""",3
how fast time passed:-((((((,3
Huhuuh :( skool holidays is ending soon! So soon!,3
"Tombstone head and a graveyard mind, Just 22 and I don't mind dying",3
who hates me thumbs up?,3
grr...I hate being sick!,3
Unlimited Rage.,3
"the wolves, they howl for my lost soul...",3
When did adults forget how to talk to when another? Now they just talk to each others lawyers??!!,3
is tired of homework...spring break feels about as real as santa clause. (and no there is no such person),3
i'm soo bored :(,3
her brithday is tomarro and i can't even talk to her,3
Cant stand it!,3
"If you're easily offended,	       -Fuck Off!!!",3
"Look, if you are really uncomfortable with drug use, stop pretending as if you are neutral. Your indecision comes off as damp with prejudice and disingenuity.",3
Nights like this really make me miss the old days in the bluff,3
NEWS24        Oxo are introducing a new white Oxo cube with a red cross in        support         of the England team.  It's called the Laughing Stock        All future England matches have been moved to the Gay Adult        Channel.         Apparently the sight of 11 arseholes getting hammered for 90        minutes         was far too explicit for ITV,3
Sick in bed :-(,3
sick of being alone,3
It's saturday had a horrible friday nite hope today is a better day,3
i cant stand when people pretend that they have nothing to do with certain folks and the whole time they chat ALL THE TIME>>>>>>>>>>>>>> posers  who knew,3
grrr.  i don't need extra things to worry about when i feel like crap.,3
took my temp and I'm running a fever of 101.2.  My whole body aches.  I feel like crappola but I have to work tonight cuz I can't afford to take it off since Curtis feels the need to steal from his wife. Fingada!!,3
I need a job... man the economy sux no matter what you read in the news,3
"Health Care, I will always have health care as all those who were in the military. If one wants health care from the government join the military. When one can see real poverty, one will believe that the U.S. is not in poverty. Every dollar the government prints off and puts into the economy,the need for that dollar... lessons.  Get off you A** and fight for your rights.",3
When we were young there was nothing to worry about. Life is wonderful with no problems...what happened?,3
Bank of America just stole $140 from me because the MVD incorrectly charged me for my car registration 3 times!!  BofA wont give me my money back because I did make charges that were overdrawn.  I didn't know the MVD had charged me three times!!   WATCH OUT.,3
THE END IS NEAR WE ARE ALL GOING TO DIE,3
"More atrocities have been done in the name of religion than any other cause. for example, 9/11, the crusades, the inquisition, witch hunts, aztec human sacrifices, islamic jihads, roman persecution of christians, the thugee murders, child molestation, homosexual prosecution, racial prosecution, the buddhist burma incident, numerous incidents of jewish prosecution",3
is seriously sick. :(,3
TONIGHT! SEP. 28TH ASHLEIGH MAUSETH CRASH SITE 9 PM FOR HER 3 LONG YRS OF HER BEING GONE MISSING HER SO MUCH ...SYCAMORE AND 33RD ST AT THE CHURCH ....PLEASE COPY AND PAST TO HELP SPREAD THE WORD TO ANYONE WHO MAY NOT SEE THIS ON MY PAGE,3
I got elbowed in the mouth playing basketball today.  My lip looks like I got a bad botox injection.  Damn Im not leaving the house. Like I need fuller lips really.,3
"has decided to slowly remove all fair weather, negative and fake people from my life so if I no longer respond to you, just realize you fall in 1 of the 3",3
"Homelessgo without eating. Elderly go without medicines. Mentally ill fight fortreatment. Troops go without the proper equipment. Veterans go without benefits that were promised to them! Yet we donate millions of pounds toother countries. It's time to sort our country out first! 1% will repost and the 99% of people on Facebook won't. I KNOW I'm the 1%, what about you?",3
life is nt a bed of roses...............it has been prooved by yesterday................................,3
god damn my liver wants to hurry up and decide if its healthy or not! :(,3
hates naggers!!!,3
"Im sick, I'm tired, and oh yea, moving takes a lot out of you.",3
has another baby with reflux :(    thankfully i knew the signs this time around and we caught it early,3
I cant believe Im not going to AC/DC!,3
NOTHING leave me alone!!!!!!!!!!!!!!!!!,3
i'm sick of my projects!!,3
if i smoke weed for the next 90 days i got to jail for 6 months. FML!!!!,3
"I just really cant stand people right now... I think it's the hormones talking, I hope. lol",3
Wishes she would find someone to love her for who she is and she can love back.,3
DAMN! I HATE THIS COMPUTERS SECURITY SYSTEM! ITS SOOO PARANOID IT WONT LET ME PLAY A COMPUTER GAME SINCE IT IS TRYING TO ACCESS FILES SAVED ON THE COMPUTER!!!!! =(,3
R.I.P.  <PERSON>   :* ( I was really hoping for a <PERSON> 2,3
"I can't believe u can be so Dense! I have really fallen 4 u, I've always been... I'm always scared that whenever I'm around you, I always find myself on the edge of a heart attack... But still, your really dense!! And I hate that, But u know what? I don't know why, but When it's you, I can't find any reason to hate you!! T^T",3
Too many complications in relationship..n upar se exams..having heart attack..!,3
"People look at me and think I am strong.She can handle it.\Do they really know how I feel?\""""",3
"World lost a great man today, RIP MR. Elmore, U will never be forgotten",3
annoying children must die,3
i dont get this shitt,3
"hates not being able to do anything, with my hand. stiches sux.....",3
trip to mall with karah was a total mess,3
I lov listenin 2 lies wen i know the truth,3
