Anonymized Message,Arousal
"Quote Of The Week No one is perfect. Every makes mistakes; but wise people learn from not only them but from other.\\""""",3
"i will not bow, i will not break, i will shut the world away. i will not fall, i will not fade, i will take your breath away",3
*~my life has got so much better in the past 4months... i couldnt ask for more.. soo greatful~*,3
"single and looking, jeez, what's a dude have to do to get some attraction",3
bad night. didn't get home til 4:15.....sometimes I wish...,3
Out in the middle of pickwick in my kayak reading a book. Thanksgiving rulez,3
internal on monday:(,3
tonight. rave. :]],3
"Met a girl, fell in love, glad as i can be met a girl, fell in love, glad as I can be But i think all the time, is she true to me? Cuz there's nothing in this world to stop me worryin bout that girl",3
"stayin onto somthn,always -i m talkin about that indefinite numb u experience when u stare into space thinkng about stuff u wished u do, u did'nt & u did which gave no returns but past time for nothin.",3
Says <PERSON> likes feeling Sexy,3
is wondering if there is anything interresting on tele tonight? :/ XXXXXX,3
"love is confusing...a guy tells u ur gorgeous and he turns the lights off ,)",3
i think this last week has really changed my perspective on a few things....i will never go to sleep angry ever again....and will always say i love you b4 every departure...i tried being angry at my brother and hung up the phone on him and he died that ni,3
"I'm ready for spring. This cold weather and dark evenings has kept me rusting in the house. I can't wait for canoeing, fishing, camping, outdoor sports....",3
"dear god, find me someone that will do me hard up the poop shoot",3
"Should I be ashamed of enjoying 1980s Conan the Barbarian comic books? Their so cheesy and over the top sword and sorcery\ yet its so much fun.\""""",3
Thank You Everyone for the Birthday wishes :o),3
"I don't mean to brag, but I make some mean raspberry lemonade.",3
I bombed my math final (C+) so now I have to write this sad face emote. :-(,3
is slightly annoyed that people keep hitting him with odd-shaped pillows.,3
No one dies a virgin coz lyf badly fukssss :( :X,3
Thanks to everyone who wished me a Happy Birthday. I wills plays mys guitars extras fast for you.,3
"I dont know if its me, or if its getting worse, but how come Barnes and Nobles seems more and more like a peep show everytime I come here. Really sick stuff on the shelves. A mixture of vampires, nudity, witchcraft ... sheesh.",3
I am not afraid to act upon my dreams because I know that my dreams are the keys to my success and the doorway to my greatness....ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥,3
:| :) :D,3
another beautiful day out thanks god for no snow ....   I am cool if we never have any this season,3
"thank you you guys, i appreciate all the happy birthday\s\""""",3
There are those among us who are blessed with power to save what is loved by another. But powerless to use this blessing for love themselves.,3
Some heart just get lucky sometimes <3,3
is in her garden planting new seeds... im sad to see the old ones die..but the beauties of the new growth will overwelm my saddness...time is all i can depend on,3
dam just when i was ganna go back to school,3
Christmas Tree Time ON,3
Thanks for all the B-day wishes....i had a great day and a fabulous dinner.,3
is sick of the Dodgers' crap.  Why do they have to get my hopes up every year?  They're garbage.  Manny is garbage.  Their pitching is garbage.  They haven't been fun to watch for two months now.,3
Two more days till we strike at work. Im so ready for this.,3
absolutely hating homework and the fact that I left EVERYTHING to the last minute........ nice vacations though,3
"was asked by a pervert whether she was ugly, a virgin, singaporean and really fourteen years old. She would like to announce if she saw him on AuditionSEA again(or anywhere, actually), she would kick his butt. She is not joking.",3
Playin' Battlefield Bad Company 2.. awesome game,3
Wow it friday...hope everone has a good weekend...have and be safe...:),3
Ive finally realized that my babies (monster)mom is someone I don't even want to be around she has become a stranger to me I'm beginning to hate her,3
I know i`m not perfect but i`m so close it scares me..:),3
is experiencing the moment where you've read pages and have no idea what you just read. :(,3
"its all fire and brimstone baby, so lets go outside, whatcha know bout the ways on the underside...???<3",3
"is getting sick of explaining her hair, her summer, and her fear of driving over and over. on the bright side, her love life has only been prodded at once in the two hours shes been there",3
thanks to everyone for the birthday wishes,3
i just ran a bunch. it was so fun,3
Why was the washing machine laughing? Because it was taking the piss out the underpants.,3
A little worried- <PERSON> is up in Big Bear I keep trying to call but have been able to reach him.  I am currently tracking the weather and am worried out of my mind.,3
anyone know a reputable independant communittie or thougth of what i should do?,3
About to go run on this beautiful day then working with the tiny babies tonight :),3
Game at 3 a clock tommorow have to be there at 830 because of brothers game :[,3
well yay stupid at&t broke my internet =/,3
knows I've done well when I terrify people on my husband's page.....I will sleep well tonight :),3
"on 2nd july,2009...gayism was legalised by HC...was it intended 2 b ma b'day present frm HC...gosh..it took me sooo long 2 realize dis..:P",3
"<PERSON>of KLBJ radio here in Austin took time out of his busy schedule to try and help me find a donor using facebook and the radio. I think thats bad ass. Thanks so much, <PERSON>.",3
ok this is big for mi. its been one week since i smoked a cig. im so happy for myself. plus  i walked 2 miles today . gotta walk 2 more tonite,3
"ever learn something you really wish you didnt, nvm",3
Zzz... SOOOOOO tired... Having 3 camps in 1 week... I think no need to workout liao...,3
falling asleep to my country music <3 good night!,3
manu sailing smoothly :),3
hi everyone i have nothing to say so i will say hi everyone,3
"Success without a positive attitude is called Luck, but Success with positive attitude is called Achievement 	All we need is positive attitude.",3
"Day 4 menu: Sausage , egg and CHEESE biscuit, lunch: bacon and CHEESE burger, snack: Hashbrowns with CHEESE.........Day 5 idk!   I'm starting to get the bubble guts.....my stomach is doing strange stuff.....lol",3
Just saw this chinese dude get off the metro with chinese food in his hand...and was about to go make a delivery LMAO....he was all in a hurry dwl,3
<PERSON> u have issuse lmao,3
"Ughhh, I wish I could stop coughing already! Being sick is horrribllleee. About to watch some television with<PERSON> then falll asleeepp. :) <3",3
Ind Vs Srilanka - A Thrilling match in progress....India need 65 ..5 wickets in hand..,3
i laugh again why the fuck was i upset in the first place i wasnt even shocked wow im so over that :) i am very happy today it was just ordinary day again,3
I'm so having the case of the Mondays. 5 am is toooo f'in early.,3
Relationships are like glass. Sometimes it is better to leave them broken than try to hurt yourself putting it back together......:),3
i love farmville  pero nakakapagod din ang mgtnim at mghrvest..hehehe,3
"hey guys, just got bak on my first day of skiin",3
Mother Earth.. in the Black Symphony album is epic... and x.x German tutorial then food festival? blech.. *dies inside*,3
